miR-181,acute myeloid leukemia
miR-496,acute myeloid leukemia
miR-20a-5p,acute myeloid leukemia
miR-203,acute myeloid leukemia
miR-135-5p,acute myeloid leukemia
miR-124-3p,acute promyelocytic leukemia
miR-182-5p,bladder cancer
miR-1270,bladder cancer
miR-145-5p,bladder cancer
miR-132-3p,bladder cancer
miR-1178-3p,bladder cancer
miR-191-5p,bladder cancer
miR-570-3p,bladder cancer
miR-17,bladder cancer
miR-224,bladder cancer
miR©\762,bladder cancer
miR-221,bladder cancer
miR-27a-3p,bladder cancer
miR-1265,bladder cancer
miR-636,bladder cancer
miR-548,bladder cancer
miR-1305,bladder cancer
miR-130b,bladder cancer
miR-494,bladder cancer
miR-1247-3p,bladder cancer
miR-223,bladder cancer
miR-1184,bladder cancer
miR-377,bladder cancer
miR-653,bladder cancer
miR-107,bladder cancer
miR-142-5p,bladder cancer
miR-217,bladder cancer
miR-31-5p,bladder cancer
miR-626,bladder cancer
miR-491-5p,bladder cancer
miR-205-5p,bladder cancer
miR-23c,bladder cancer
miR-3666,bladder cancer
miR-454-3p,bladder cancer
miR-181b-5p,bladder cancer
miR-34a-5p,bladder cancer
miR-181a-5p,bladder cancer
miR-146b-3p,bladder cancer
miR-1224-5p,bladder cancer
miR-1231,bladder cancer
miR-515-5p,bladder cancer
miR-29a-3p,bladder cancer
miR-101,bladder cancer
miR-103a-3p,bladder cancer
miR-29a,bladder cancer
miR-30c,bladder cancer
miR-124,bladder urothelial carcinoma
let-7a-5p,breast cancer
miR-29a-3p,breast cancer
miR-29b-3p,breast cancer
miR-4443,breast cancer
miR-553,breast cancer
miR-1275,breast cancer
miR-200b,breast cancer
miR-200c,breast cancer
miR-1233-3p,breast cancer
miR-3607,breast cancer
miR-548p,breast cancer
miR-4316,breast cancer
miR-449a,breast cancer
miR-136,breast cancer
miR-1236,breast cancer
miR-1287,breast cancer
miR-3942-3p,breast cancer
miR-4760-3p,breast cancer
miR-653,breast cancer
miR-618,breast cancer
miR-7-5p,breast cancer
miR-335-5p,breast cancer
miR-593,breast cancer
miR-515-5p,breast cancer
miR-200c-3p,breast cancer
miR-182-5p,breast cancer
miR-125a-5p,breast cancer
miR-326,breast cancer
miR-659,breast cancer
miR-492,breast cancer
miR-30c-2-3p,breast cancer
miR-1299,breast cancer
miR-485-3p,breast cancer
miR-328-3p,breast cancer
miR-124,breast cancer
miR-33b,breast cancer
miR-93,breast cancer
miR-143,breast cancer
miR-34a,breast cancer
miR-1271,breast cancer
miR-181c-5p,castration-resistant prostate cancer
miR-370-3p,cervical cancer
miR-433,cervical cancer
miR-320a,cervical cancer
miR-218,cervical cancer
miR-93-5p,cervical cancer
miR-6893,cervical cancer
miR-506,cervical cancer
miR-518d-5p,cervical cancer
miR-150-5p,cervical cancer
miR-326,cervical cancer
miR-337-3p,cervical cancer
miR-620,cervical cancer
miR-485-5p,cervical cancer
miR-153-3p,cervical cancer
miR-498,cervical cancer
miR-5047,cervical cancer
miR-139-3p,cervical cancer
miR-942-5p,cervical cancer
miR-361-3p,cervical cancer
miR-545,cervical cancer
miR-149-5p,cervical cancer
miR-335,cervical cancer
miR-361-5p,cervical cancer
miR-8075,cervical cancer
miR-33b,cervical cancer
miR-93,cervical cancer
miR-1238,cholangiocarcinoma
miR-1299,cholangiocarcinoma
miR-607,chronic lymphocytic leukemia
miR-29b,chronic myeloid leukemia
miR-204-3p,clear cell renal cell carcinoma
miR-153,clear cell renal cell carcinoma
miR-296-5p,clear cell renal cell carcinoma
miR-195-5p,clear cell renal cell carcinoma
miR-29c-3p,clear cell renal cell carcinoma
miR-29a-3p,clear cell renal cell carcinoma
miR-150-5p,colon cancer
miR-760,colon cancer
miR-1273a,colon cancer
miR-21-5p,colon cancer
miR-1229,colon cancer
miR-338-3p,colon cancer
miR-122,colon cancer
miR-518c-5p,colon cancer
miR-106b-5p,colon cancer
miR-6778-5p,colorectal cancer
miR-149,colorectal cancer
miR-613,colorectal cancer
miR-7,colorectal cancer
miR-370-3p,colorectal cancer
miR-199b-5p,colorectal cancer
miR-377,colorectal cancer
miR-145,colorectal cancer
miR-516b,colorectal cancer
miR-150,colorectal cancer
miR-139-3p,colorectal cancer
miR-31,colorectal cancer
miR-328-5p,colorectal cancer
miR-31-5p,colorectal cancer
miR-1182,colorectal cancer
miR-101-3p,colorectal cancer
miR-582,colorectal cancer
miR-21,colorectal cancer
miR-2467-3p,colorectal cancer
miR-1236-3p,colorectal cancer
miR-600,colorectal cancer
miR-532-3p,colorectal cancer
miR-203a-3p.1,colorectal cancer
miR-136,colorectal cancer
miR-338-5p,colorectal cancer
miR-597-5p,colorectal cancer
miR-216b,colorectal cancer
miR-128,colorectal cancer
miR-214,colorectal cancer
miR-20a,colorectal cancer
miR-17,colorectal cancer
miR-138,colorectal cancer
miR-1238,cutaneous squamous cell carcinoma
miR-1247-5p,cutaneous squamous cell carcinoma
miR-765,cutaneous squamous cell carcinoma
miR-139b-5p,cutaneous squamous cell carcinoma
miR-665,cutaneous squamous cell carcinoma
miR-495-3p,cutaneous squamous cell carcinoma
miR-873-5p,cutaneous squamous cell carcinoma
miR-299-3p,cutaneous squamous cell carcinoma
miR-93-3p,cutaneous squamous cell carcinoma
miR-181a-2-3p,cutaneous squamous cell carcinoma
miR-23b-5p,cutaneous squamous cell carcinoma
miR-888,diffuse large B-cell lymphoma
miR-542-3p,endometrial cancer
let-7c-5p,endometrial cancer
miR-1227,endometrial cancer
miR-197,endometrial cancer
miR-149-5p,endometrial cancer
miR-1271,epithelial ovarian cancer
miR-203,epithelial ovarian cancer
miR-1252,epithelial ovarian cancer
miR-10a,epithelial ovarian cancer
miR-542-3p,epithelial ovarian cancer
miR-5095,esophageal cancer
miR-370-3p,esophageal cancer
miR-384,esophageal cancer
miR-30c-1*,esophageal cancer
miR-1912,esophageal cancer
miR-339-5p,esophageal cancer
miR-139-3p,esophageal cancer
miR-122*,esophageal cancer
miR-30c-2*,esophageal cancer
miR-4663,esophageal cancer
miR-7,esophageal squamous cell cancer
miR-149-5p,esophageal squamous cell cancer
miR-339-5p,esophageal squamous cell cancer
miR-100,esophageal squamous cell cancer
miR-490-3p,esophageal squamous cell cancer
miR-3680-3p,esophageal squamous cell cancer
miR-422a,esophageal squamous cell cancer
miR-624-3p,esophageal squamous cell cancer
miR-670-5p,esophageal squamous cell cancer
miR-124,gallbladder cancer
miR-370,gallbladder cancer
miR-7,gastric cancer
